year,month,day,hour,P,T,RH,RPH,WD,WV,WV1,WV2
2008,7,29,15,723,12.6,99,0,69,9.2,0.358367969,0.933580419
2008,7,29,16,722.8,12.4,99,0,78,7.3,0.207911714,0.978147596
2008,7,29,17,722.4,11.8,99,0,79,8.6,0.190809018,0.981627179
2008,7,29,18,722.2,11.4,99,0,93,6.9,-0.052335929,0.998629536
2008,7,29,19,721.8,11.8,93,0,120,9.7,-0.499999969,0.866025422
2008,7,29,20,721.6,11.1,99,0,121,9.4,-0.515038044,0.857167319
2008,7,29,21,721.4,11,99,0,120,9.8,-0.499999969,0.866025422
2008,7,29,22,721.4,11.2,99,0,132,9.7,-0.669130577,0.743144852
2008,7,29,23,721.9,11.6,99,0,160,6.4,-0.939692604,0.342020188
2008,7,30,0,722,12.4,98,0,141,3.9,-0.777145935,0.629320424
2008,7,30,1,722,12.5,99,0,122,3.6,-0.529919233,0.848048115
2008,7,30,2,722,12.8,98,0,156,4.6,-0.913545439,0.406736686
2008,7,30,3,722.2,14.7,92,0,118,3.1,-0.469471532,0.882947609
2008,7,30,4,722,13.9,96,0,122,2.9,-0.529919233,0.848048115
2008,7,30,5,722,12.7,99,0,119,3.7,-0.484809589,0.874619724
2008,7,30,6,721.8,13.7,95,0,138,5.9,-0.743144798,0.669130637
2008,7,30,7,721.8,14.3,93,0,136,4.4,-0.719339772,0.6946584
2008,7,30,8,721.6,15.1,84,0,116,4.2,-0.438371116,0.898794061
2008,7,30,9,721.5,16,84,0,105,2.7,-0.258819015,0.965925834
2008,7,30,10,721.3,14,96,0,95,3.4,-0.087155715,0.996194701
2008,7,30,11,721.4,13.4,99,0,98,3.9,-0.139173072,0.990268073
2008,7,30,12,721.9,12.8,99,0,71,4.7,0.325568174,0.945518569
2008,7,30,13,722.2,12.5,99,0,76,6.7,0.241921918,0.970295721
2008,7,30,14,723,12.1,99,0,64,7.9,0.438371164,0.898794038
2008,7,30,15,723.3,11.8,99,0,95,5.4,-0.087155715,0.996194701
2008,7,30,16,723.3,12,99,0,70,5.7,0.342020163,0.939692614
2008,7,30,17,723.1,11.8,99,0,112,5.2,-0.374606562,0.927183867
2008,7,30,18,723,11.5,99,0,111,4.9,-0.358367919,0.933580438
2008,7,30,19,722.8,11.4,99,0,117,6.6,-0.453990469,0.89100654
2008,7,30,20,722.9,11,99,0,120,6,-0.499999969,0.866025422
2008,7,30,21,722.7,11,99,0,120,5.6,-0.499999969,0.866025422
2008,7,30,22,722.8,11.1,99,0.1,144,4.6,-0.809016969,0.587785287
2008,7,30,23,722.9,10.5,99,0.1,116,5.1,-0.438371116,0.898794061
2008,7,31,0,723.1,10.5,99,0,121,5.3,-0.515038044,0.857167319
2008,7,31,1,723.6,9.7,99,0,59,2.4,0.51503809,0.857167292
2008,7,31,2,723.8,9.8,99,0,35,2.2,0.81915205,0.573576428
2008,7,31,3,724,9.1,99,0.7,293,4.8,0.390731048,-0.920504888
2008,7,31,4,724.3,9,99,0.3,293,4.6,0.390731048,-0.920504888
2008,7,31,5,724.3,9.4,99,0.2,303,4.5,0.544638959,-0.838670617
2008,7,31,6,724.3,11.8,99,0,288,2.8,0.309016913,-0.951056543
2008,7,31,7,724.3,10.3,99,0,296,3.9,0.438371068,-0.898794085
2008,7,31,8,724,8.9,99,0,281,6,0.190808913,-0.981627199
2008,7,31,9,723.8,9.5,99,0,291,5.2,0.358367869,-0.933580458
2008,7,31,10,723.7,8.9,99,0,287,6.6,0.292371623,-0.956304781
2008,7,31,11,723.8,8.7,99,0,290,7.3,0.342020062,-0.93969265
2008,7,31,12,724.2,8.2,99,0,311,7.3,0.656058959,-0.754709641
2008,7,31,13,724.8,8.3,99,0,308,9.9,0.615661403,-0.78801081
2008,7,31,14,725.3,8.3,99,0,319,5.9,0.754709518,-0.656059101
2008,7,31,15,725.6,7.7,99,0,330,5.3,0.866025355,-0.500000085
2008,7,31,16,725.8,7.5,98,0,340,4.9,0.939692586,-0.342020238
2008,7,31,17,725.1,8,91,0,324,6.8,0.809016938,-0.58778533
2008,7,31,18,725,8.2,91,0,328,6.7,0.848048044,-0.529919347
2008,7,31,19,724.9,8.1,91,0,301,7.8,0.515037998,-0.857167347
2008,7,31,20,724.8,7.9,92,0,287,11.3,0.292371623,-0.956304781
2008,7,31,21,724.6,7.4,99,0,309,6,0.62932032,-0.777146019
2008,7,31,22,724.8,7.6,99,0,294,5.9,0.406736563,-0.913545493
2008,7,31,23,725.1,7.8,99,0,308,4.4,0.615661403,-0.78801081
2008,8,1,0,725.4,7.9,99,0,303,4.2,0.544638959,-0.838670617
2008,8,1,1,726.1,8.1,99,0,301,4.1,0.515037998,-0.857167347
2008,8,1,2,726,8.1,99,0,25,4,0.90630779,0.422618255
2008,8,1,3,726.4,10.2,88,0,18,3.4,0.951056518,0.309016989
2008,8,1,4,726.7,9.1,88,0,26,3.5,0.89879405,0.43837114
2008,8,1,5,726.7,9.3,90,0,12,3.5,0.978147601,0.207911687
2008,8,1,6,726.7,8.9,95,0,29,3.9,0.874619711,0.484809613
2008,8,1,7,726.4,8.7,97,0,23,4.2,0.920504856,0.390731122
2008,8,1,8,726,8.8,91,0,45,8.5,0.707106791,0.707106772
2008,8,1,9,725.8,9,81,0,41,9.3,0.754709588,0.65605902
2008,8,1,10,725.7,9.2,79,0,49,10.4,0.65605904,0.754709571
2008,8,1,11,725.5,9.3,79,0,55,11.3,0.57357645,0.819152035
2008,8,1,12,725.9,8.1,84,0,44,9.3,0.719339809,0.694658361
2008,8,1,13,726.5,9,72,0,38,9.7,0.788010761,0.615661466
2008,8,1,14,726.7,9.9,66,0,52,9.8,0.615661488,0.788010744
2008,8,1,15,726.7,10,65,0,51,9.7,0.629320403,0.777145952
2008,8,1,16,726.7,9.9,64,0,61,8.2,0.484809636,0.874619698
2008,8,1,17,726.5,9.9,65,0,55,7.5,0.57357645,0.819152035
2008,8,1,18,726.3,9.1,72,0,50,6.8,0.642787621,0.766044434
2008,8,1,19,726.1,8.9,78,0,39,6.6,0.777145969,0.629320382
2008,8,1,20,725.9,9.3,77,0,52,7.2,0.615661488,0.788010744
2008,8,1,21,725.7,9.4,74,0,54,7.5,0.587785265,0.809016985
2008,8,1,22,725.9,9.5,70,0,55,7.2,0.57357645,0.819152035
2008,8,1,23,726.2,9.8,68,0,56,5.4,0.559192917,0.829037563
2008,8,2,0,726.6,9.8,74,0,50,5.5,0.642787621,0.766044434
2008,8,2,1,727,10.1,78,0,51,3.5,0.629320403,0.777145952
2008,8,2,2,727,10.8,79,0.1,59,3.2,0.51503809,0.857167292
2008,8,2,3,727,12.5,75,0,46,2.8,0.69465838,0.719339791
2008,8,2,4,726.8,11.9,79,0,46,1.7,0.69465838,0.719339791
2008,8,2,5,726.6,12.2,82,0,45,0.7,0.707106791,0.707106772
2008,8,2,6,726.4,12.3,86,0.2,64,2,0.438371164,0.898794038
2008,8,2,7,726.4,13.7,67,0,24,3.5,0.913545461,0.406736637
2008,8,2,8,726.1,13.9,63,0,58,2.4,0.529919279,0.848048087
2008,8,2,9,725.4,12.2,60,0,118,3.8,-0.469471532,0.882947609
2008,8,2,10,725.2,12.4,56,0,87,2.1,0.052335982,0.998629533
2008,8,2,11,725,12.2,56,0,118,1.5,-0.469471532,0.882947609
2008,8,2,12,725.3,11.4,59,0,97,1.7,-0.121869315,0.992546155
2008,8,2,13,725.7,11.5,57,0,100,1.8,-0.173648148,0.984807758
2008,8,2,14,726.1,11.7,62,0,101,2.3,-0.190808966,0.981627189
2008,8,2,15,726.2,11.9,63,0,86,2.5,0.069756499,0.997564048
2008,8,2,16,726.1,11.5,65,0,71,2.3,0.325568174,0.945518569
2008,8,2,17,725.7,11.7,66,0,96,2.2,-0.104528435,0.994521898
2008,8,2,18,725.4,11.4,68,0,101,1.5,-0.190808966,0.981627189
2008,8,2,19,725.1,11.4,68,0,91,2.1,-0.017452379,0.999847696
2008,8,2,20,724.7,11.6,60,0,90,2.7,2.67949E-08,1
2008,8,2,21,724.5,11.6,60,0,117,3.2,-0.453990469,0.89100654
2008,8,2,22,724.5,11.4,62,0,93,1.7,-0.052335929,0.998629536
2008,8,2,23,724.7,11.8,55,0,121,2.9,-0.515038044,0.857167319
2008,8,3,0,724.8,14.4,53,0,95,0.6,-0.087155715,0.996194701
2008,8,3,1,724.9,15.2,56,0,78,1.5,0.207911714,0.978147596
2008,8,3,2,725.1,16.3,53,0,63,2.9,0.453990516,0.891006516
2008,8,3,3,725.3,17.3,48,0,68,2.3,0.374606612,0.927183847
2008,8,3,4,724.9,18.2,44,0,82,3.8,0.139173125,0.990268065
2008,8,3,5,724.6,18.5,45,0,78,2.7,0.207911714,0.978147596
2008,8,3,6,724.4,16.2,49,0,69,1.9,0.358367969,0.933580419
2008,8,3,7,724.1,18.1,50,0,79,2.3,0.190809018,0.981627179
2008,8,3,8,723.7,16.1,51,0,104,2.1,-0.241921866,0.970295734
2008,8,3,9,723.5,15.3,58,0,114,2.8,-0.406736612,0.913545471
2008,8,3,10,723.3,15.2,60,0,124,4.6,-0.559192873,0.829037593
2008,8,3,11,723.2,14.5,64,0,146,3.8,-0.829037548,0.55919294
2008,8,3,12,723.6,13.7,63,0,118,2.9,-0.469471532,0.882947609
2008,8,3,13,724,13.3,65,0,110,2.4,-0.342020113,0.939692632
2008,8,3,14,724.4,13.2,59,0,123,4.4,-0.544639004,0.838670588
2008,8,3,15,724.5,12.6,56,0,158,3.3,-0.927183837,0.374606637
2008,8,3,16,724.5,12,57,0,189,1.9,-0.987688349,-0.156434409
2008,8,3,17,724.3,11.6,62,0,199,3.5,-0.945518595,-0.325568098
2008,8,3,18,724,11.5,64,0,198,4.1,-0.951056535,-0.309016938
2008,8,3,19,723.5,10.4,80,0,202,6.1,-0.927183877,-0.374606538
2008,8,3,20,723.4,9.8,83,0,203,6.3,-0.920504877,-0.390731073
2008,8,3,21,723.3,11.2,70,0,209,4.7,-0.874619737,-0.484809566
2008,8,3,22,723.3,11,70,0,204,3.5,-0.913545482,-0.406736588
2008,8,3,23,723.4,12.3,61,0,215,1.5,-0.819152081,-0.573576384
2008,8,4,0,723.7,13.3,62,0,249,0.8,-0.358368019,-0.9335804
2008,8,4,1,724,14,59,0,196,1.3,-0.961261712,-0.2756373
2008,8,4,2,724.3,17.2,54,0,96,1.2,-0.104528435,0.994521898
2008,8,4,3,724.6,17.7,54,0,252,1.1,-0.309017066,-0.951056493
2008,8,4,4,724.4,16.1,63,0,54,1.3,0.587785265,0.809016985
2008,8,4,5,724.2,16.6,61,0,156,1.2,-0.913545439,0.406736686
2008,8,4,6,723.8,17.9,61,0,55,4.4,0.57357645,0.819152035
2008,8,4,7,723.6,17.7,68,0,77,3.5,0.224951077,0.97437006
2008,8,4,8,723.3,17.7,67,0,55,4.3,0.57357645,0.819152035
2008,8,4,9,723,17.5,69,0,72,3.9,0.309017015,0.95105651
2008,8,4,10,722.8,16.2,73,0,75,4,0.258819067,0.965925821
2008,8,4,11,723,14.9,79,0,80,4.2,0.173648201,0.984807749
2008,8,4,12,723.5,13.3,89,0,88,4.7,0.034899523,0.999390826
2008,8,4,13,723.8,12.8,92,0,99,4.9,-0.156434436,0.987688345
2008,8,4,14,724.3,13.2,81,0,82,4.8,0.139173125,0.990268065
2008,8,4,15,724.4,13.4,79,0,79,3.6,0.190809018,0.981627179
2008,8,4,16,724.3,13.9,70,0,151,2.6,-0.874619685,0.48480966
2008,8,4,17,724,12.5,69,0,194,2.1,-0.97029574,-0.24192184
2008,8,4,18,723.5,11.7,82,0,208,5.9,-0.882947622,-0.469471508
2008,8,4,19,723.3,11.3,95,0,204,6,-0.913545482,-0.406736588
2008,8,4,20,723,11.1,99,0,207,8.4,-0.891006552,-0.453990445
2008,8,4,21,722.8,11,96,0,203,7.1,-0.920504877,-0.390731073
2008,8,4,22,723,11,91,0,199,5.7,-0.945518595,-0.325568098
2008,8,4,23,723.1,11.5,87,0,206,6.2,-0.898794073,-0.438371092
2008,8,5,0,723.1,12.5,84,0,200,4.4,-0.939692641,-0.342020087
2008,8,5,1,723.6,14.2,85,0,207,1.3,-0.891006552,-0.453990445
2008,8,5,2,723.7,13.9,91,0,255,1.1,-0.258819118,-0.965925807
2008,8,5,3,724,16,85,0,260,1.2,-0.173648254,-0.98480774
2008,8,5,4,723.7,16,82,0,134,1,-0.694658342,0.719339828
2008,8,5,5,723.4,14.8,86,0,238,1.7,-0.529919324,-0.848048059
2008,8,5,6,722.6,15.8,72,0,124,4,-0.559192873,0.829037593
2008,8,5,7,722.3,16.4,72,0,116,5.2,-0.438371116,0.898794061
2008,8,5,8,721.7,17.2,72,0,129,5.5,-0.629320361,0.777145986
2008,8,5,9,721.6,16.7,76,0,121,5.3,-0.515038044,0.857167319
2008,8,5,10,721.3,14.6,90,0,127,7.3,-0.601814993,0.798635533
2008,8,5,11,721.4,14.4,92,0,132,6.1,-0.669130577,0.743144852
2008,8,5,12,721.5,13.4,97,0,118,5.5,-0.469471532,0.882947609
2008,8,5,13,722,13.1,92,0,148,7.3,-0.848048073,0.529919302
2008,8,5,14,722.4,12.5,96,0,139,6.6,-0.754709553,0.65605906
2008,8,5,15,722.3,12.2,96,0,154,7.1,-0.898794026,0.438371188
2008,8,5,16,722.4,12,96,0,156,6.8,-0.913545439,0.406736686
2008,8,5,17,722.1,12,97,0,188,4.4,-0.990268077,-0.139173046
2008,8,5,18,721.6,11.8,97,0,169,3.1,-0.981627174,0.190809045
2008,8,5,19,721.2,12,99,0,202,3.8,-0.927183877,-0.374606538
2008,8,5,20,721.2,11.8,99,0,215,5.9,-0.819152081,-0.573576384
2008,8,5,21,721.1,11.5,99,0,204,5.8,-0.913545482,-0.406736588
2008,8,5,22,721.2,11.4,99,0,197,4.5,-0.956304773,-0.292371649
2008,8,5,23,721.1,11.6,98,0,207,4.1,-0.891006552,-0.453990445
2008,8,6,0,721.4,11.5,98,0,209,6.1,-0.874619737,-0.484809566
2008,8,6,1,721.6,13.2,80,0,218,5.5,-0.788010794,-0.615661424
2008,8,6,2,722.2,13.8,86,0,222,4.8,-0.74314487,-0.669130557
2008,8,6,3,722.4,13,91,0,217,5.4,-0.798635549,-0.601814972
2008,8,6,4,722.2,13,92,0,226,5.7,-0.694658419,-0.719339754
2008,8,6,5,722.2,13.7,90,0,216,4.5,-0.809017032,-0.5877852
2008,8,6,6,722,13.9,88,0,205,4.7,-0.906307813,-0.422618206
2008,8,6,7,722,15.1,82,0,200,4.3,-0.939692641,-0.342020087
2008,8,6,8,721.7,15.8,83,0,140,1.8,-0.766044416,0.642787642
2008,8,6,9,721.4,15.1,89,0,150,4.1,-0.866025381,0.500000039
2008,8,6,10,721.4,13.8,92,0,160,5.3,-0.939692604,0.342020188
2008,8,6,11,721.7,13.5,91,0,209,3.6,-0.874619737,-0.484809566
2008,8,6,12,722.2,12.8,96,0,200,2.1,-0.939692641,-0.342020087
2008,8,6,13,722.6,12.3,96,0,189,3.4,-0.987688349,-0.156434409
2008,8,6,14,723.1,12.5,99,0.1,196,3.2,-0.961261712,-0.2756373
2008,8,6,15,723,12.1,98,0.1,209,5.5,-0.874619737,-0.484809566
2008,8,6,16,722.6,11.9,99,0,202,7,-0.927183877,-0.374606538
2008,8,6,17,722.6,11.6,99,0,216,6.9,-0.809017032,-0.5877852
2008,8,6,18,722.5,11.8,99,0,216,8.7,-0.809017032,-0.5877852
2008,8,6,19,722.4,11.7,99,0.4,222,7.6,-0.74314487,-0.669130557
2008,8,6,20,722.2,11.6,99,0.2,226,9.5,-0.694658419,-0.719339754
2008,8,6,21,722.3,11.7,99,0,228,7.9,-0.669130657,-0.74314478
2008,8,6,22,722.5,11.7,99,0,228,7.8,-0.669130657,-0.74314478
2008,8,6,23,722.7,11.8,99,0,232,6.6,-0.61566153,-0.788010711
2008,8,7,0,723.1,12,99,1.1,226,4.6,-0.694658419,-0.719339754
2008,8,7,1,723.2,11.8,99,2.4,224,7.3,-0.719339847,-0.694658322
2008,8,7,2,723.5,12,99,0.4,226,6.3,-0.694658419,-0.719339754
2008,8,7,3,723.7,11.9,99,0,211,5.1,-0.857167333,-0.515038021
2008,8,7,4,723.6,12.2,99,0,219,3.8,-0.777146002,-0.62932034
2008,8,7,5,723.5,13,99,0,195,2.8,-0.965925841,-0.258818989
2008,8,7,6,723.2,13.2,99,0,224,5.1,-0.719339847,-0.694658322
2008,8,7,7,722.9,15.9,85,0,222,5,-0.74314487,-0.669130557
2008,8,7,8,722.5,16,76,0,225,3.4,-0.707106829,-0.707106734
2008,8,7,9,722.4,16.6,73,0,233,3.6,-0.601815079,-0.798635468
2008,8,7,10,722.6,17.4,71,0,227,2.4,-0.681998409,-0.731353656
2008,8,7,11,722.6,16,76,0,235,3.6,-0.573576494,-0.819152004
2008,8,7,12,723.2,14.1,86,0,206,2,-0.898794073,-0.438371092
2008,8,7,13,723.5,13.8,88,0,146,2.9,-0.829037548,0.55919294
2008,8,7,14,723.6,13.7,81,0,177,3.9,-0.998629532,0.052336009
2008,8,7,15,723.5,13.5,83,0,178,4.5,-0.999390825,0.03489955
2008,8,7,16,723.7,13.2,85,0,139,5.2,-0.754709553,0.65605906
2008,8,7,17,723.3,12.3,88,0,188,2.9,-0.990268077,-0.139173046
2008,8,7,18,722.9,11.6,92,0,195,5.2,-0.965925841,-0.258818989
2008,8,7,19,722.5,11.5,98,0,214,8.5,-0.829037608,-0.559192851
2008,8,7,20,722.3,11.5,98,0,219,8.4,-0.777146002,-0.62932034
2008,8,7,21,722.2,11.3,99,0,219,9.1,-0.777146002,-0.62932034
2008,8,7,22,722.1,11.2,99,0,221,7.1,-0.754709623,-0.656058979
2008,8,7,23,722.5,11.7,99,0,202,5.3,-0.927183877,-0.374606538
2008,8,8,0,722.7,11.8,99,0,208,6.3,-0.882947622,-0.469471508
2008,8,8,1,723,12.2,99,0,210,5.8,-0.866025435,-0.499999946
2008,8,8,2,723.2,13.8,90,0,211,4.1,-0.857167333,-0.515038021
2008,8,8,3,723.2,14.5,85,0,214,4.8,-0.829037608,-0.559192851
2008,8,8,4,723.2,14.7,86,0,222,4.2,-0.74314487,-0.669130557
2008,8,8,5,722.9,16,83,0,194,2.4,-0.97029574,-0.24192184
2008,8,8,6,722.5,17.6,75,0,184,2.8,-0.997564054,-0.069756419
2008,8,8,7,722.2,16.6,78,0,206,4.6,-0.898794073,-0.438371092
2008,8,8,8,721.9,15.9,82,0,228,4,-0.669130657,-0.74314478
2008,8,8,9,721.9,15.7,84,0,223,3.6,-0.731353747,-0.681998312
2008,8,8,10,721.9,14.8,87,0,221,6.2,-0.754709623,-0.656058979
2008,8,8,11,722.1,14.2,88,0,209,4.4,-0.874619737,-0.484809566
2008,8,8,12,722.5,13.2,95,0,217,6.3,-0.798635549,-0.601814972
2008,8,8,13,723,12,98,0,201,4.2,-0.933580448,-0.358367894
2008,8,8,14,723.2,10,99,0.7,221,4.6,-0.754709623,-0.656058979
2008,8,8,15,723.3,8,99,0.9,278,6.7,0.139173019,-0.99026808
2008,8,8,16,723.1,6.6,99,0.1,285,6,0.258818963,-0.965925848
2008,8,8,17,723,7.4,99,0.1,287,3,0.292371623,-0.956304781
2008,8,8,18,722.6,6.6,99,0.1,307,10.3,0.60181495,-0.798635565
2008,8,8,19,722.4,7.7,88,0,335,8.1,0.906307745,-0.422618352
2008,8,8,20,722.2,8.8,76,0,316,8.3,0.719339735,-0.694658438
2008,8,8,21,722.1,6.4,92,0,287,11.4,0.292371623,-0.956304781
2008,8,8,22,722.3,5.6,99,0,269,8.6,-0.017452487,-0.999847694
2008,8,8,23,722.1,5.7,99,0,276,11.9,0.104528382,-0.994521904
2008,8,9,0,722.4,5.9,99,0,279,13.7,0.156434383,-0.987688354
2008,8,9,1,722.9,6.7,96,0,281,10.2,0.190808913,-0.981627199
2008,8,9,2,723,7.1,91,0,276,10.8,0.104528382,-0.994521904
2008,8,9,3,723.4,8.6,81,0,296,5.7,0.438371068,-0.898794085
2008,8,9,4,723.6,10,85,0,300,4,0.499999923,-0.866025448
2008,8,9,5,723.6,12.4,77,0,308,5,0.615661403,-0.78801081
2008,8,9,6,723.5,13.7,70,0,344,2.9,0.961261668,-0.275637454
2008,8,9,7,723.4,14.1,59,0,301,5.9,0.515037998,-0.857167347
2008,8,9,8,723.4,15.8,56,0,325,3.8,0.819151989,-0.573576516
2008,8,9,9,723.4,15.9,65,0,35,3.5,0.81915205,0.573576428
2008,8,9,10,723.6,13.2,70,0,38,4.9,0.788010761,0.615661466
2008,8,9,11,723.7,11.6,77,0,17,4.4,0.956304757,0.2923717
2008,8,9,12,723.8,8.9,87,0,30,5,0.866025408,0.499999992
2008,8,9,13,724.2,7.9,92,0,15,4.7,0.965925827,0.258819041
2008,8,9,14,724.5,8.7,83,0,324,5.7,0.809016938,-0.58778533
2008,8,9,15,724.5,8.5,81,0,316,4.8,0.719339735,-0.694658438
2008,8,9,16,724.3,8.8,76,0,289,7.3,0.325568073,-0.945518604
2008,8,9,17,724,8.4,80,0,287,9.2,0.292371623,-0.956304781
2008,8,9,18,723.8,7.7,82,0,293,7.6,0.390731048,-0.920504888
2008,8,9,19,723.7,7.1,86,0,301,8.4,0.515037998,-0.857167347
2008,8,9,20,723.4,6.7,90,0,289,9,0.325568073,-0.945518604
2008,8,9,21,723.1,6.3,92,0,281,7.1,0.190808913,-0.981627199
2008,8,9,22,723.2,6,92,0,284,7.8,0.241921814,-0.970295747
2008,8,9,23,723.5,7.7,65,0,307,8.6,0.60181495,-0.798635565
2008,8,10,0,723.8,8,82,0,329,5.7,0.85716725,-0.515038159
2008,8,10,1,724,9.7,79,0,312,5.2,0.669130537,-0.743144888
2008,8,10,2,724.3,10.3,80,0,294,2.2,0.406736563,-0.913545493
2008,8,10,3,724.2,12.5,76,0,304,3.9,0.559192828,-0.829037623
2008,8,10,4,724.1,14.7,69,0,306,4.4,0.587785179,-0.809017048
2008,8,10,5,723.8,14.4,71,0,308,5.1,0.615661403,-0.78801081
2008,8,10,6,723.7,16,64,0,293,4.5,0.390731048,-0.920504888
2008,8,10,7,723.3,17.1,55,0,331,3.7,0.874619659,-0.484809706
2008,8,10,8,722.9,14.4,64,0,41,3.6,0.754709588,0.65605902
2008,8,10,9,722.8,16.2,58,0,60,5,0.500000015,0.866025395
2008,8,10,10,722.8,13.5,65,0,41,6.5,0.754709588,0.65605902
2008,8,10,11,722.8,11.3,72,0,38,7.2,0.788010761,0.615661466
2008,8,10,12,723.1,9.7,76,0,38,6.9,0.788010761,0.615661466
2008,8,10,13,723.7,9.3,75,0,13,9.3,0.974370066,0.224951051
2008,8,10,14,724,9.2,73,0,14,8.1,0.970295727,0.241921892
2008,8,10,15,724.1,8.3,82,0,27,5.6,0.891006528,0.453990493
2008,8,10,16,724.2,8.2,80,0,27,5.6,0.891006528,0.453990493
2008,8,10,17,723.8,7.6,89,0,38,5.6,0.788010761,0.615661466
2008,8,10,18,723.5,7.5,88,0,16,3.8,0.961261697,0.275637351
2008,8,10,19,723.3,6.9,92,0,26,4.7,0.89879405,0.43837114
2008,8,10,20,723,6.7,96,0,29,5.6,0.874619711,0.484809613
2008,8,10,21,723,6.3,98,0,23,5.1,0.920504856,0.390731122
2008,8,10,22,723.1,6.4,77,0,10,4.9,0.984807754,0.173648175
2008,8,10,23,723.2,8.1,71,0,335,5.1,0.906307745,-0.422618352
2008,8,11,0,723.5,9.8,61,0,45,2.7,0.707106791,0.707106772
2008,8,11,1,723.8,10.9,60,0,53,3,0.601815036,0.798635501
2008,8,11,2,724,12.2,56,0,69,2.5,0.358367969,0.933580419
2008,8,11,3,724,14.3,48,0,39,3,0.777145969,0.629320382
2008,8,11,4,723.8,15.2,45,0,44,3.6,0.719339809,0.694658361
2008,8,11,5,723.8,15.5,45,0,50,4.1,0.642787621,0.766044434
2008,8,11,6,723.6,16.2,38,0,54,4.5,0.587785265,0.809016985
2008,8,11,7,723.4,16.1,47,0,32,5.9,0.848048101,0.529919256
2008,8,11,8,723.1,14.4,53,0,58,6.9,0.529919279,0.848048087
2008,8,11,9,722.8,13.1,50,0,40,7.7,0.766044451,0.642787601
2008,8,11,10,722.7,11.8,47,0,43,7.5,0.73135371,0.681998351
2008,8,11,11,723,10.9,52,0,59,7.2,0.51503809,0.857167292
2008,8,11,12,723,9.9,56,0,51,8.6,0.629320403,0.777145952
2008,8,11,13,723.5,9.2,56,0,60,7.9,0.500000015,0.866025395
2008,8,11,14,723.8,8.9,59,0,57,9.1,0.544639049,0.838670559
2008,8,11,15,724,8.8,61,0,54,8.4,0.587785265,0.809016985
2008,8,11,16,724.2,8.6,66,0,51,7.7,0.629320403,0.777145952
2008,8,11,17,724.1,8.4,68,0,56,6.4,0.559192917,0.829037563
2008,8,11,18,723.5,8.1,73,0,49,7.6,0.65605904,0.754709571
2008,8,11,19,723.1,7.9,74,0,50,8.4,0.642787621,0.766044434
2008,8,11,20,722.8,7.6,77,0,46,8.4,0.69465838,0.719339791
2008,8,11,21,722.9,7.3,80,0,47,7.8,0.68199837,0.731353692
2008,8,11,22,723.4,7.2,83,0,38,4.2,0.788010761,0.615661466
2008,8,11,23,723.6,7.3,84,0,47,5.2,0.68199837,0.731353692
2008,8,12,0,723.8,7,91,0,47,5.2,0.68199837,0.731353692
2008,8,12,1,723.5,6.7,95,0.1,49,8.7,0.65605904,0.754709571
2008,8,12,2,724.1,6.8,96,0,48,7.6,0.669130617,0.743144816
2008,8,12,3,724.3,9,76,0,49,5.3,0.65605904,0.754709571
2008,8,12,4,724,9.6,86,0,49,3.3,0.65605904,0.754709571
2008,8,12,5,723.9,12.1,77,0,15,2.9,0.965925827,0.258819041
2008,8,12,6,723.6,11.7,71,0,58,2.3,0.529919279,0.848048087
2008,8,12,7,723.6,10.3,79,0,65,3,0.422618279,0.906307779
2008,8,12,8,723.2,10.9,79,0,9,2.2,0.987688341,0.156434462
2008,8,12,9,723.2,10.7,79,0,2,1.6,0.999390827,0.034899496
2008,8,12,10,723.2,9.8,82,0,55,2.1,0.57357645,0.819152035
2008,8,12,11,723.2,9.6,88,0,13,1.4,0.974370066,0.224951051
2008,8,12,12,723.3,8.7,75,0,285,1.4,0.258818963,-0.965925848
2008,8,12,13,723.8,8.3,74,0,310,2.1,0.642787539,-0.766044502
2008,8,12,14,724.1,8.9,73,0,266,2.5,-0.069756553,-0.997564045
2008,8,12,15,723.9,8.4,82,0,224,2.2,-0.719339847,-0.694658322
2008,8,12,16,723.7,7.8,96,0,221,2.9,-0.754709623,-0.656058979
2008,8,12,17,723.5,7.8,98,0,236,3.5,-0.559192962,-0.829037533
2008,8,12,18,722.9,7.4,99,0,231,3.9,-0.629320444,-0.777145918
2008,8,12,19,722.6,7.4,99,0,237,4.9,-0.544639094,-0.83867053
2008,8,12,20,722.3,6.9,99,0,246,5.8,-0.40673671,-0.913545428
2008,8,12,21,722.2,7.6,89,0,260,5.8,-0.173648254,-0.98480774
2008,8,12,22,722.2,7.6,86,0,270,6.2,-8.03847E-08,-1
2008,8,12,23,722.5,8.2,77,0,279,4.3,0.156434383,-0.987688354
2008,8,13,0,722.9,10,68,0,295,4.6,0.422618182,-0.906307824
2008,8,13,1,723,12.1,61,0,326,1.2,0.829037518,-0.559192984
2008,8,13,2,723.2,13.5,58,0,128,1.3,-0.615661445,0.788010777
2008,8,13,3,723.1,11.7,66,0,227,1.9,-0.681998409,-0.731353656
2008,8,13,4,723,13.2,65,0,23,1.3,0.920504856,0.390731122
2008,8,13,5,722.8,14.9,65,0,46,4.4,0.69465838,0.719339791
2008,8,13,6,722.5,13.8,74,0,61,3,0.484809636,0.874619698
2008,8,13,7,722.3,13.1,76,0,58,3.7,0.529919279,0.848048087
2008,8,13,8,721.9,13,78,0,67,5,0.390731147,0.920504846
